customer_id,gender,age,age_group,married,kids_under12,area,subs_start_year,download_count,total_price,class
C5810,M,20,20대,M,N,강남구,2015,40,179900.0,Gold
C5811,M,21,20대,M,N,동작구,2015,42,204600.0,Gold
C5812,M,22,20대,S,N,강남구,2015,27,128500.0,Silver
C5813,F,33,30대,S,N,관악구,2015,28,134900.0,Silver
C5814,M,34,30대,M,Y,관악구,2015,80,357700.0,Platinum
C5815,F,45,40대,M,N,서대문구,2015,53,251300.0,Platinum
C5816,M,26,20대,M,Y,마포구,2015,43,191700.0,Gold
C5817,F,47,40대,M,N,강남구,2015,42,197300.0,Gold
C5818,F,28,20대,S,N,송파구,2015,27,111200.0,Silver
C5819,F,59,50대,M,N,용산구,2015,43,209600.0,Gold
C5820,F,30,30대,M,Y,용산구,2015,87,386400.0,Platinum
C5821,M,21,20대,M,Y,용산구,2015,67,299900.0,Platinum
C5822,M,22,20대,S,N,마포구,2015,33,147900.0,Silver
C5823,M,23,20대,M,Y,용산구,2015,55,245800.0,Platinum
C5824,F,34,30대,M,Y,송파구,2015,37,159200.0,Gold
C5825,F,55,50대,S,N,송파구,2015,18,90400.0,Silver
C5826,M,46,40대,S,N,강남구,2015,44,207800.0,Gold
C5827,F,37,30대,S,N,양천구,2015,45,213700.0,Gold
C5828,M,38,30대,S,N,송파구,2015,22,98400.0,Silver
C5829,M,49,40대,M,Y,서초구,2015,69,326300.0,Platinum
C5830,M,30,30대,M,Y,광진구,2015,73,333200.0,Platinum
C5831,M,41,40대,M,Y,용산구,2015,81,368100.0,Platinum
C5832,M,22,20대,M,Y,마포구,2015,61,273400.0,Platinum
C5833,M,23,20대,S,N,강남구,2015,35,167200.0,Gold
C5834,F,24,20대,M,Y,용산구,2015,65,278400.0,Platinum
C5835,M,35,30대,M,Y,용산구,2015,90,386000.0,Platinum
C5836,F,46,40대,M,N,강남구,2015,54,270600.0,Platinum
C5837,F,57,50대,M,N,서초구,2015,47,245600.0,Platinum
C5838,M,48,40대,M,Y,용산구,2015,71,314600.0,Platinum
C5839,M,39,30대,S,N,광진구,2015,46,204800.0,Gold
C5840,F,20,20대,M,N,광진구,2015,46,230900.0,Platinum
C5841,F,51,50대,S,N,강남구,2015,46,218400.0,Gold
C5842,M,52,50대,M,Y,서대문구,2015,85,387900.0,Platinum
C5843,F,23,20대,M,N,광진구,2015,52,241800.0,Platinum
C5844,M,24,20대,S,N,서대문구,2015,35,167600.0,Gold
C5845,F,45,40대,M,Y,양천구,2015,63,278400.0,Platinum
C5846,F,26,20대,S,N,동작구,2015,36,174800.0,Gold
C5847,F,27,20대,M,Y,관악구,2015,73,322700.0,Platinum
C5848,F,38,30대,S,N,마포구,2015,32,143700.0,Silver
C5849,M,62,60대,M,N,강남구,2015,49,240100.0,Platinum
C5850,M,20,20대,S,N,서초구,2015,43,205200.0,Gold
C5851,M,21,20대,S,N,강남구,2015,34,157700.0,Gold
C5852,F,42,40대,M,N,마포구,2015,43,203900.0,Gold
C5853,F,53,50대,M,Y,용산구,2015,82,371300.0,Platinum
C5854,M,54,50대,M,N,송파구,2015,28,140700.0,Silver
C5855,M,55,50대,M,N,용산구,2015,45,211900.0,Gold
C5856,F,46,40대,M,Y,서초구,2015,89,415300.0,Platinum
C5857,F,47,40대,S,N,강남구,2015,38,188700.0,Gold
C5858,M,28,20대,M,Y,광진구,2015,82,372800.0,Platinum
C5859,F,59,50대,S,N,광진구,2015,54,264100.0,Platinum
C5860,M,40,40대,M,Y,광진구,2015,78,358200.0,Platinum
C5861,F,21,20대,S,N,강남구,2015,63,274000.0,Platinum
C5862,M,42,40대,M,N,강남구,2015,49,223900.0,Gold
C5863,M,23,20대,S,N,광진구,2015,48,236900.0,Platinum
C5864,M,24,20대,M,N,양천구,2015,50,239300.0,Platinum
C5865,F,55,50대,M,N,강남구,2015,45,222300.0,Gold
C5866,M,46,40대,M,N,서대문구,2015,51,238900.0,Platinum
C5867,M,37,30대,S,N,송파구,2015,25,118200.0,Silver
C5868,M,48,40대,M,N,서초구,2015,47,225400.0,Gold
C5869,M,61,60대,S,N,광진구,2015,43,192500.0,Gold
C5870,M,40,40대,M,Y,송파구,2015,93,431600.0,Platinum
C5871,M,51,50대,M,N,서대문구,2015,37,174700.0,Gold
C5872,M,42,40대,M,N,서초구,2015,59,284100.0,Platinum
C5873,F,23,20대,S,N,송파구,2015,34,158600.0,Gold
C5874,M,34,30대,M,N,양천구,2015,46,212600.0,Gold
C5875,F,45,40대,M,N,마포구,2015,35,182000.0,Gold
C5876,M,36,30대,S,N,마포구,2015,24,113700.0,Silver
C5877,F,47,40대,M,Y,서대문구,2015,81,356000.0,Platinum
C5878,F,38,30대,S,N,송파구,2015,17,85900.0,Bronze
C5879,M,59,50대,M,N,용산구,2015,42,200100.0,Gold
C5880,F,20,20대,M,N,용산구,2015,53,265000.0,Platinum
C5881,F,31,30대,S,N,강남구,2015,47,220700.0,Gold
C5882,F,52,50대,M,Y,송파구,2015,33,138700.0,Silver
C5883,M,53,50대,S,N,용산구,2015,44,209700.0,Gold
C5884,F,24,20대,S,N,서대문구,2015,54,253300.0,Platinum
C5885,M,45,40대,M,Y,동작구,2015,90,416700.0,Platinum
C5886,M,46,40대,M,Y,광진구,2015,80,389600.0,Platinum
C5887,F,37,30대,S,N,광진구,2015,34,163500.0,Gold
C5888,M,38,30대,M,N,용산구,2015,51,261100.0,Platinum
C5889,M,60,60대,S,N,강남구,2015,47,228000.0,Gold
C5890,M,30,30대,M,Y,광진구,2015,63,283900.0,Platinum
C5891,F,41,40대,M,Y,관악구,2015,94,424600.0,Platinum
C5892,M,32,30대,M,Y,강남구,2015,66,296100.0,Platinum
C5893,M,33,30대,M,Y,양천구,2015,72,324800.0,Platinum
C5894,F,44,40대,S,N,마포구,2015,47,221600.0,Gold
C5895,M,45,40대,M,N,용산구,2015,42,194200.0,Gold
C5896,F,46,40대,S,N,서대문구,2015,52,263300.0,Platinum
C5897,M,57,50대,M,Y,양천구,2015,80,364000.0,Platinum
C5898,M,28,20대,M,Y,용산구,2015,60,261300.0,Platinum
C5899,M,39,30대,M,N,강남구,2015,32,149600.0,Silver
C5900,M,20,20대,M,N,용산구,2015,55,266300.0,Platinum
C5901,F,41,40대,M,Y,용산구,2015,85,374300.0,Platinum
C5902,F,22,20대,M,N,송파구,2015,44,215700.0,Gold
C5903,M,23,20대,S,N,동작구,2015,29,140600.0,Silver
C5904,M,54,50대,M,N,양천구,2015,58,272300.0,Platinum
C5905,F,45,40대,M,Y,양천구,2015,70,325000.0,Platinum
C5906,F,46,40대,M,N,용산구,2015,51,252300.0,Platinum
C5907,F,18,10대,S,N,강남구,2015,71,297400.0,Platinum
C5908,M,28,20대,M,Y,서대문구,2015,87,375900.0,Platinum
C5909,F,49,40대,S,N,동작구,2015,79,352800.0,Platinum
C5910,F,20,20대,M,Y,서대문구,2015,70,301200.0,Platinum
C5911,M,21,20대,M,N,서대문구,2015,48,228100.0,Gold
C5912,F,42,40대,S,N,용산구,2015,35,173700.0,Gold
C5913,M,23,20대,S,N,강남구,2015,43,202900.0,Gold
C5914,M,24,20대,S,N,용산구,2015,51,250700.0,Platinum
C5915,M,45,40대,M,N,광진구,2015,56,263300.0,Platinum
C5916,F,46,40대,M,Y,관악구,2015,99,417200.0,Platinum
C5917,M,47,40대,M,Y,송파구,2015,39,171600.0,Gold
C5918,M,48,40대,M,Y,마포구,2015,82,362300.0,Platinum
C5919,M,62,60대,M,N,동작구,2015,51,245600.0,Platinum
C5920,F,20,20대,S,N,용산구,2015,43,214700.0,Gold
C5921,M,21,20대,M,N,용산구,2015,58,261100.0,Platinum
C5922,F,22,20대,M,Y,마포구,2015,69,285400.0,Platinum
C5923,F,43,40대,M,Y,강남구,2015,92,398200.0,Platinum
C5924,M,18,10대,S,N,광진구,2015,38,170600.0,Gold
C5925,F,55,50대,M,Y,강남구,2015,73,318600.0,Platinum
C5926,M,56,50대,M,Y,용산구,2015,76,346900.0,Platinum
C5927,M,47,40대,M,N,양천구,2015,55,271800.0,Platinum
C5928,M,58,50대,M,Y,송파구,2015,43,197600.0,Gold
C5929,F,65,60대,M,N,관악구,2015,51,254900.0,Platinum
C5930,M,20,20대,M,N,서대문구,2015,47,222900.0,Gold
C5931,F,21,20대,S,N,관악구,2015,44,224000.0,Gold
C5932,F,22,20대,S,N,관악구,2015,39,191700.0,Gold
C5933,M,23,20대,S,N,송파구,2015,38,181700.0,Gold
C5934,F,34,30대,M,Y,서초구,2015,69,309400.0,Platinum
C5935,F,25,20대,M,N,광진구,2015,41,200600.0,Gold
C5936,M,46,40대,S,N,관악구,2015,47,213800.0,Gold
C5937,F,47,40대,M,Y,서대문구,2015,78,347300.0,Platinum
C5938,M,38,30대,M,N,용산구,2015,54,254600.0,Platinum
C5939,M,61,60대,M,N,강남구,2015,51,241100.0,Platinum
C5940,F,20,20대,M,N,서대문구,2015,58,289400.0,Platinum
C5941,M,51,50대,S,N,강남구,2015,73,338500.0,Platinum
C5942,M,32,30대,M,Y,강남구,2015,90,396200.0,Platinum
C5943,M,23,20대,M,Y,양천구,2015,30,134900.0,Silver
C5944,M,54,50대,M,Y,용산구,2015,84,378300.0,Platinum
C5945,F,25,20대,M,Y,용산구,2015,77,340400.0,Platinum
C5946,F,46,40대,S,N,용산구,2015,42,207100.0,Gold
C5947,F,47,40대,M,Y,마포구,2015,65,288300.0,Platinum
C5948,M,38,30대,S,N,강남구,2015,43,205500.0,Gold
C5949,M,29,20대,M,N,서초구,2015,40,190900.0,Gold
C5950,M,30,30대,M,Y,송파구,2015,80,353200.0,Platinum
C5951,F,21,20대,M,N,강남구,2015,49,224000.0,Gold
C5952,M,52,50대,M,Y,관악구,2015,84,374400.0,Platinum
C5953,F,23,20대,S,N,서초구,2015,42,210000.0,Gold
C5954,M,24,20대,M,Y,서초구,2015,60,262400.0,Platinum
C5955,M,45,40대,S,N,서대문구,2015,41,192500.0,Gold
C5956,M,26,20대,M,Y,마포구,2015,54,245100.0,Platinum
C5957,F,57,50대,M,N,마포구,2015,40,198500.0,Gold
C5958,M,38,30대,S,N,관악구,2015,44,204800.0,Gold
C5959,F,60,60대,S,N,양천구,2015,52,259500.0,Platinum
C5960,F,50,50대,M,N,마포구,2015,58,292600.0,Platinum
C5961,M,41,40대,M,N,강남구,2015,46,213500.0,Gold
C5962,F,22,20대,M,Y,강남구,2015,71,306900.0,Platinum
C5963,M,23,20대,S,N,강남구,2015,34,154700.0,Gold
C5964,F,34,30대,S,N,강남구,2015,28,139600.0,Silver
C5965,F,55,50대,M,N,강남구,2015,55,272600.0,Platinum
C5966,F,36,30대,M,Y,관악구,2015,101,442000.0,Platinum
C5967,M,37,30대,M,Y,관악구,2015,77,342300.0,Platinum
C5968,M,38,30대,M,N,서대문구,2015,52,246800.0,Platinum
C5969,F,63,60대,S,N,광진구,2015,56,274900.0,Platinum
C5970,M,30,30대,S,N,용산구,2015,65,290100.0,Platinum
C5971,F,51,50대,M,N,동작구,2015,40,193600.0,Gold
C5972,F,42,40대,M,Y,강남구,2015,83,363300.0,Platinum
C5973,M,33,30대,M,Y,서대문구,2015,71,316000.0,Platinum
C5974,M,24,20대,S,N,관악구,2015,43,204400.0,Gold
C5975,M,35,30대,S,N,관악구,2015,50,234600.0,Platinum
C5976,M,26,20대,S,N,강남구,2015,42,203100.0,Gold
C5977,M,27,20대,M,Y,강남구,2015,84,392400.0,Platinum
C5978,F,28,20대,M,N,서대문구,2015,43,212300.0,Gold
C5979,F,29,20대,M,Y,마포구,2015,55,245300.0,Platinum
C5980,F,30,30대,M,Y,용산구,2015,89,408100.0,Platinum
C5981,F,21,20대,S,N,강남구,2015,28,137600.0,Silver
C5982,M,19,10대,S,N,용산구,2015,38,179200.0,Gold
C5983,F,33,30대,M,Y,서초구,2015,77,330500.0,Platinum
C5984,F,24,20대,M,Y,송파구,2015,29,127700.0,Silver
C5985,F,35,30대,S,N,서대문구,2015,50,239000.0,Platinum
C5986,F,36,30대,M,N,서대문구,2015,42,209700.0,Gold
C5987,F,37,30대,S,N,서대문구,2015,54,257200.0,Platinum
C5988,F,48,40대,M,Y,양천구,2015,94,405600.0,Platinum
C5989,F,59,50대,M,N,강남구,2015,57,282300.0,Platinum
C5990,M,20,20대,M,Y,강남구,2015,61,264100.0,Platinum
C5991,F,21,20대,M,Y,강남구,2015,70,301700.0,Platinum
C5992,F,32,30대,M,N,마포구,2015,28,141800.0,Silver
C5993,M,43,40대,M,N,마포구,2015,29,134500.0,Silver
C5994,F,44,40대,M,Y,강남구,2015,87,390200.0,Platinum
C5995,M,35,30대,S,N,관악구,2015,40,186400.0,Gold
C5996,M,56,50대,M,N,용산구,2015,58,271300.0,Platinum
C5997,M,57,50대,S,N,서대문구,2015,46,215900.0,Gold
C5998,M,28,20대,S,N,강남구,2015,44,201800.0,Gold
C5999,F,65,60대,M,N,광진구,2015,56,276800.0,Platinum
C6000,F,30,30대,S,Y,강남구,2015,72,308600.0,Platinum
C6001,F,21,20대,M,N,서초구,2015,63,301700.0,Platinum
C6002,M,42,40대,M,Y,마포구,2015,53,235300.0,Platinum
C6003,M,23,20대,M,N,서대문구,2015,43,214100.0,Gold
C6004,F,24,20대,S,N,강남구,2015,48,229000.0,Gold
C6005,M,35,30대,M,Y,양천구,2015,64,275700.0,Platinum
C6006,F,56,50대,S,N,광진구,2015,48,235700.0,Platinum
C6007,M,27,20대,M,Y,강남구,2015,71,294600.0,Platinum
C6008,M,48,40대,M,Y,서대문구,2015,80,371300.0,Platinum
C6009,M,49,40대,M,N,서대문구,2015,50,230700.0,Platinum
C6010,F,20,20대,M,Y,서대문구,2015,56,231200.0,Platinum
C6011,M,21,20대,M,N,서대문구,2015,46,213900.0,Gold
C6012,M,32,30대,M,Y,용산구,2015,76,334300.0,Platinum
C6013,F,43,40대,M,Y,동작구,2015,71,332600.0,Platinum
C6014,F,24,20대,S,N,동작구,2015,49,227700.0,Gold
C6015,M,55,50대,M,Y,송파구,2015,74,343500.0,Platinum
C6016,M,26,20대,M,Y,서대문구,2015,64,290100.0,Platinum
C6017,F,37,30대,M,N,강남구,2015,41,216100.0,Gold
C6018,F,38,30대,M,Y,동작구,2015,88,393300.0,Platinum
C6019,M,64,60대,S,N,서대문구,2015,50,246100.0,Platinum
C6020,F,30,30대,S,N,용산구,2015,47,221400.0,Gold
C6021,M,31,30대,S,N,용산구,2015,28,138700.0,Silver
C6022,F,22,20대,S,N,양천구,2015,44,218500.0,Gold
C6023,M,53,50대,S,N,광진구,2016,38,176900.0,Gold
C6024,M,24,20대,S,N,서대문구,2016,24,118400.0,Silver
C6025,M,18,10대,S,N,송파구,2016,28,133600.0,Silver
C6026,M,46,40대,S,N,관악구,2016,31,150200.0,Gold
C6027,M,57,50대,M,Y,관악구,2016,61,278600.0,Platinum
C6028,M,38,30대,M,N,강남구,2016,29,135900.0,Silver
C6029,F,49,40대,S,Y,강남구,2016,65,258400.0,Platinum
C6030,F,20,20대,M,Y,서대문구,2016,57,248500.0,Platinum
C6031,M,41,40대,M,Y,강남구,2016,62,282900.0,Platinum
C6032,F,22,20대,S,N,강남구,2016,29,136900.0,Silver
C6033,M,23,20대,M,N,강남구,2016,24,112700.0,Silver
C6034,F,24,20대,S,N,양천구,2016,29,146300.0,Silver
C6035,M,45,40대,M,N,서대문구,2016,43,208900.0,Gold
C6036,M,36,30대,S,N,강남구,2016,35,165300.0,Gold
C6037,M,57,50대,M,N,강남구,2016,34,165200.0,Gold
C6038,M,38,30대,S,N,동작구,2016,34,167600.0,Gold
C6039,F,39,30대,M,Y,동작구,2016,63,264900.0,Platinum
C6040,M,18,10대,S,N,용산구,2016,24,120300.0,Silver
C6041,M,41,40대,M,Y,서초구,2016,53,239000.0,Platinum
C6042,M,52,50대,M,N,마포구,2016,30,144700.0,Silver
C6043,M,43,40대,S,N,강남구,2016,21,100900.0,Silver
C6044,F,34,30대,M,Y,용산구,2016,52,222500.0,Gold
C6045,M,25,20대,M,Y,서대문구,2016,47,198200.0,Gold
C6046,M,46,40대,S,N,강남구,2016,31,155800.0,Gold
C6047,F,27,20대,M,Y,관악구,2016,70,307900.0,Platinum
C6048,M,28,20대,M,Y,용산구,2016,48,216300.0,Gold
C6049,F,59,50대,M,N,용산구,2016,28,142800.0,Silver
C6050,F,50,50대,M,N,광진구,2016,40,191600.0,Gold
C6051,M,31,30대,M,Y,서초구,2016,58,262500.0,Platinum
C6052,M,42,40대,S,N,양천구,2016,26,127100.0,Silver
C6053,F,23,20대,S,N,용산구,2016,43,213800.0,Gold
C6054,M,44,40대,M,Y,용산구,2016,49,208200.0,Gold
C6055,M,35,30대,M,N,서대문구,2016,36,176100.0,Gold
C6056,F,56,50대,M,N,송파구,2016,23,109400.0,Silver
C6057,M,37,30대,S,N,용산구,2016,26,116000.0,Silver
C6058,F,38,30대,M,N,강남구,2016,39,194800.0,Gold
C6059,M,39,30대,M,Y,동작구,2016,49,211400.0,Gold
C6060,F,50,50대,M,N,송파구,2016,21,104600.0,Silver
C6061,F,21,20대,M,N,광진구,2016,35,168000.0,Gold
C6062,M,22,20대,S,N,용산구,2016,27,133900.0,Silver
C6063,M,43,40대,M,N,서초구,2016,31,146300.0,Silver
C6064,F,24,20대,M,N,용산구,2016,34,164400.0,Gold
C6065,M,25,20대,M,N,동작구,2016,30,143200.0,Silver
C6066,F,46,40대,M,Y,강남구,2016,62,266200.0,Platinum
C6067,M,57,50대,M,Y,강남구,2016,60,273600.0,Platinum
C6068,F,58,50대,M,N,서대문구,2016,33,156400.0,Gold
C6069,F,59,50대,M,Y,송파구,2016,36,162400.0,Gold
C6070,M,20,20대,S,N,광진구,2016,23,104300.0,Silver
C6071,M,21,20대,S,N,강남구,2016,29,136500.0,Silver
C6072,F,42,40대,M,Y,양천구,2016,63,273800.0,Platinum
C6073,M,33,30대,M,Y,서초구,2016,54,239400.0,Platinum
C6074,M,34,30대,M,Y,송파구,2016,24,110700.0,Silver
C6075,F,35,30대,S,N,강남구,2016,31,156600.0,Gold
C6076,F,26,20대,M,Y,양천구,2016,66,260400.0,Platinum
C6077,F,47,40대,M,Y,강남구,2016,59,260000.0,Platinum
C6078,M,38,30대,M,Y,강남구,2016,58,263600.0,Platinum
C6079,F,39,30대,M,Y,서대문구,2016,46,203700.0,Gold
C6080,F,20,20대,S,N,서대문구,2016,57,233500.0,Platinum
C6081,F,21,20대,M,N,광진구,2016,28,136400.0,Silver
C6082,M,22,20대,S,N,용산구,2016,23,109500.0,Silver
C6083,F,33,30대,S,N,용산구,2016,34,163600.0,Gold
C6084,M,34,30대,M,Y,서대문구,2016,62,286800.0,Platinum
C6085,F,45,40대,M,Y,강남구,2016,59,268700.0,Platinum
C6086,F,46,40대,S,N,강남구,2016,49,209200.0,Gold
C6087,M,27,20대,S,N,동작구,2016,30,141700.0,Silver
C6088,F,38,30대,M,Y,강남구,2016,61,263000.0,Platinum
C6089,M,49,40대,M,Y,양천구,2016,63,278800.0,Platinum
C6090,F,40,40대,M,Y,강남구,2016,70,290100.0,Platinum
C6091,M,21,20대,S,N,동작구,2016,21,103200.0,Silver
C6092,F,22,20대,M,N,광진구,2016,29,140700.0,Silver
C6093,M,23,20대,S,N,서초구,2016,25,114600.0,Silver
C6094,F,54,50대,M,N,광진구,2016,35,172600.0,Gold
C6095,F,35,30대,M,Y,양천구,2016,61,268800.0,Platinum
C6096,F,46,40대,M,N,서대문구,2016,29,134900.0,Silver
C6097,F,37,30대,M,Y,송파구,2016,45,213100.0,Gold
C6098,M,38,30대,S,N,마포구,2016,28,136100.0,Silver
C6099,F,60,60대,S,N,송파구,2016,23,104000.0,Silver
C6100,F,20,20대,M,Y,강남구,2016,65,269200.0,Platinum
C6101,M,41,40대,M,N,용산구,2016,25,121700.0,Silver
C6102,F,22,20대,S,N,광진구,2016,31,149200.0,Silver
C6103,F,23,20대,S,N,관악구,2016,44,211900.0,Gold
C6104,F,24,20대,M,Y,용산구,2016,80,344900.0,Platinum
C6105,M,25,20대,S,N,관악구,2016,51,202700.0,Gold
C6106,F,36,30대,M,Y,송파구,2016,34,151700.0,Gold
C6107,M,27,20대,S,N,관악구,2016,29,140200.0,Silver
C6108,F,38,30대,M,Y,용산구,2016,62,275800.0,Platinum
C6109,F,63,60대,S,N,송파구,2016,29,138700.0,Silver
C6110,F,20,20대,S,N,동작구,2016,30,155800.0,Gold
C6111,M,21,20대,M,Y,서대문구,2016,62,287800.0,Platinum
C6112,F,32,30대,M,N,용산구,2016,22,108200.0,Silver
C6113,F,33,30대,M,N,광진구,2016,36,174400.0,Gold
C6114,F,34,30대,S,N,광진구,2016,36,175900.0,Gold
C6115,F,45,40대,M,N,강남구,2016,35,171100.0,Gold
C6116,M,19,10대,S,N,관악구,2016,27,132600.0,Silver
C6117,M,27,20대,M,Y,양천구,2016,56,254300.0,Platinum
C6118,F,28,20대,S,N,서대문구,2016,29,139300.0,Silver
C6119,F,66,60대,S,N,마포구,2016,29,138200.0,Silver
C6120,M,50,50대,M,N,관악구,2016,38,181400.0,Gold
C6121,M,41,40대,M,Y,서대문구,2016,63,287600.0,Platinum
C6122,F,32,30대,M,Y,광진구,2016,55,242200.0,Platinum
C6123,F,53,50대,M,Y,마포구,2016,62,270400.0,Platinum
C6124,M,24,20대,M,N,용산구,2016,33,155800.0,Gold
C6125,F,45,40대,M,Y,광진구,2016,71,326600.0,Platinum
C6126,F,26,20대,M,N,광진구,2016,39,192600.0,Gold
C6127,M,27,20대,M,Y,광진구,2016,51,233200.0,Platinum
C6128,M,18,10대,S,N,용산구,2016,26,119600.0,Silver
C6129,F,39,30대,M,Y,강남구,2016,66,290000.0,Platinum
C6130,F,30,30대,M,N,마포구,2016,24,121100.0,Silver
C6131,M,41,40대,M,Y,용산구,2016,57,250900.0,Platinum
C6132,F,42,40대,M,N,마포구,2016,34,164900.0,Gold
C6133,F,43,40대,M,Y,마포구,2016,60,261600.0,Platinum
C6134,M,34,30대,S,N,광진구,2016,58,241600.0,Platinum
C6135,M,35,30대,M,N,용산구,2016,19,90700.0,Silver
C6136,M,46,40대,M,Y,서대문구,2016,52,232400.0,Platinum
C6137,F,37,30대,M,Y,양천구,2016,66,272200.0,Platinum
C6138,F,58,50대,S,N,용산구,2016,30,136600.0,Silver
C6139,M,49,40대,S,N,송파구,2016,28,128200.0,Silver
C6140,F,20,20대,M,Y,관악구,2016,73,310900.0,Platinum
C6141,F,31,30대,M,Y,동작구,2016,65,285900.0,Platinum
C6142,M,32,30대,M,Y,용산구,2016,63,277900.0,Platinum
C6143,F,23,20대,S,N,서초구,2016,34,163200.0,Gold
C6144,M,54,50대,M,N,강남구,2016,27,128100.0,Silver
C6145,F,55,50대,M,Y,강남구,2016,62,269600.0,Platinum
C6146,F,36,30대,M,Y,용산구,2016,53,232500.0,Platinum
C6147,F,47,40대,M,N,양천구,2016,31,147700.0,Silver
C6148,M,38,30대,S,N,관악구,2016,22,110400.0,Silver
C6149,M,59,50대,M,Y,서대문구,2016,55,231600.0,Platinum
C6150,M,30,30대,S,N,마포구,2016,21,104400.0,Silver
C6151,M,51,50대,M,N,양천구,2016,27,131700.0,Silver
C6152,F,52,50대,M,Y,강남구,2016,73,304500.0,Platinum
C6153,M,23,20대,S,N,동작구,2016,22,112100.0,Silver
C6154,F,34,30대,M,N,용산구,2016,34,179900.0,Gold
C6155,M,35,30대,S,N,용산구,2016,24,111900.0,Silver
C6156,M,46,40대,S,N,마포구,2016,34,166100.0,Gold
C6157,M,37,30대,M,N,광진구,2016,32,160400.0,Gold
C6158,F,48,40대,M,Y,서대문구,2016,69,293900.0,Platinum
C6159,M,59,50대,S,N,관악구,2016,35,171100.0,Gold
C6160,M,20,20대,M,N,강남구,2016,24,113900.0,Silver
C6161,M,21,20대,S,N,양천구,2016,35,171100.0,Gold
C6162,M,32,30대,S,N,동작구,2016,30,139700.0,Silver
C6163,M,53,50대,S,N,용산구,2016,33,148900.0,Silver
C6164,M,24,20대,S,N,관악구,2016,31,148500.0,Silver
C6165,F,45,40대,M,Y,서대문구,2016,66,294000.0,Platinum
C6166,F,36,30대,M,Y,서대문구,2016,72,313500.0,Platinum
C6167,F,37,30대,M,N,강남구,2016,35,170100.0,Gold
C6168,F,38,30대,S,N,광진구,2016,35,169900.0,Gold
C6169,M,60,60대,S,N,서대문구,2016,28,129600.0,Silver
C6170,F,40,40대,M,N,양천구,2016,37,177600.0,Gold
C6171,M,41,40대,S,N,양천구,2016,35,168400.0,Gold
C6172,F,22,20대,M,Y,서초구,2016,67,284500.0,Platinum
C6173,F,23,20대,S,N,송파구,2016,15,76900.0,Bronze
C6174,M,24,20대,S,N,서대문구,2016,24,112400.0,Silver
C6175,M,55,50대,M,N,양천구,2016,35,168400.0,Gold
C6176,M,46,40대,M,N,광진구,2016,30,142500.0,Silver
C6177,F,47,40대,M,Y,강남구,2016,69,312400.0,Platinum
C6178,M,28,20대,M,Y,서초구,2016,55,236900.0,Platinum
C6179,F,29,20대,S,N,서초구,2016,37,181200.0,Gold
C6180,F,20,20대,M,N,광진구,2016,39,192600.0,Gold
C6181,F,31,30대,M,Y,송파구,2016,35,152500.0,Gold
C6182,M,42,40대,M,Y,용산구,2016,53,235800.0,Platinum
C6183,M,53,50대,M,Y,용산구,2016,56,256600.0,Platinum
C6184,M,24,20대,M,Y,서대문구,2016,50,230100.0,Platinum
C6185,M,35,30대,M,Y,강남구,2016,63,270600.0,Platinum
C6186,M,56,50대,M,N,용산구,2016,25,113200.0,Silver
C6187,F,37,30대,M,Y,강남구,2016,53,239200.0,Platinum
C6188,F,48,40대,M,Y,서초구,2016,66,290900.0,Platinum
C6189,F,49,40대,M,N,서초구,2016,33,157700.0,Gold
C6190,F,40,40대,M,N,송파구,2016,37,177700.0,Gold
C6191,M,21,20대,S,N,서대문구,2016,30,133900.0,Silver
C6192,M,32,30대,S,N,강남구,2016,27,132700.0,Silver
C6193,F,43,40대,M,Y,강남구,2016,75,337400.0,Platinum
C6194,F,24,20대,M,Y,송파구,2016,60,256200.0,Platinum
C6195,F,55,50대,M,Y,동작구,2016,62,265600.0,Platinum
C6196,M,56,50대,S,N,양천구,2016,34,165500.0,Gold
C6197,M,37,30대,M,N,마포구,2016,27,128400.0,Silver
C6198,M,38,30대,M,N,동작구,2016,29,136400.0,Silver
C6199,F,29,20대,M,N,강남구,2016,38,180400.0,Gold
C6200,M,20,20대,S,N,강남구,2016,27,128200.0,Silver
C6201,F,31,30대,S,N,강남구,2016,35,168900.0,Gold
C6202,F,42,40대,M,N,송파구,2016,24,107500.0,Silver
C6203,M,43,40대,S,N,서대문구,2016,25,122900.0,Silver
C6204,M,24,20대,S,N,관악구,2016,18,90400.0,Silver
C6205,F,35,30대,S,N,광진구,2016,33,162900.0,Gold
C6206,M,46,40대,M,Y,마포구,2016,59,273800.0,Platinum
C6207,M,37,30대,M,Y,관악구,2016,55,260900.0,Platinum
C6208,F,58,50대,M,Y,광진구,2016,75,323300.0,Platinum
C6209,M,39,30대,M,Y,강남구,2016,50,225700.0,Gold
C6210,M,40,40대,M,N,동작구,2016,27,128400.0,Silver
C6211,M,21,20대,M,N,양천구,2016,34,166200.0,Gold
C6212,F,22,20대,M,N,양천구,2016,30,138200.0,Silver
C6213,F,43,40대,M,Y,광진구,2016,68,302100.0,Platinum
C6214,M,24,20대,M,Y,서초구,2016,50,214400.0,Gold
C6215,F,55,50대,M,N,동작구,2016,48,234100.0,Platinum
C6216,M,26,20대,S,N,송파구,2016,24,115800.0,Silver
C6217,M,47,40대,S,N,마포구,2016,25,116700.0,Silver
C6218,F,28,20대,M,Y,양천구,2016,61,259700.0,Platinum
C6219,F,61,60대,M,N,강남구,2016,34,165600.0,Gold
C6220,M,50,50대,M,Y,송파구,2016,26,119400.0,Silver
